,AL00,AT00,BA00,BE00,BG00
76,0.5764017,0.0,0.778596,0.5178347,0.0
77,0.5397332,0.0,0.95,0.7696139,0.0
78,0.4834684,0.0,0.928251,0.898587,0.0
79,0.6060841,0.0,0.8442271,0.9498695,0.0
80,0.5831475,0.0,0.3966107,0.9498695,0.0
81,0.7303423,0.0,0.2347172,0.9498695,0.0
82,0.8348937,0.0,0.0984404,0.9444134,0.0
83,0.5480109,0.0,0.204781,0.9444134,0.0
84,0.7473576,0.0,0.2141535,0.9499999,0.0
85,0.5823826,0.0,0.3242003,0.9499999,0.0
86,0.5420368,0.0,0.5489755,0.8611022,0.0
87,0.8001006,0.0,0.8715903,0.7758318,0.0
88,0.6748164,0.0,0.4801016,0.7494185,0.0
89,0.2947747,0.0,0.2631167,0.9423343,0.0
90,0.2454849,0.0,0.3614428,0.9499999,0.0
91,0.34084,0.0,0.5076731,0.9499999,0.0
92,0.3450426,0.0,0.2714772,0.9499999,0.0
93,0.42277,0.0,0.4119471,0.9376885,0.0
94,0.553874,0.0,0.8363875,0.9422778,0.0
95,0.4791516,0.0,0.5550163,0.9499999,0.0
96,0.95,0.0,0.5799534,0.9499999,0.0
97,0.95,0.0,0.3606728,0.9499999,0.0
98,0.9499999,0.0,0.096779,0.9499999,0.0
99,0.95,0.0,0.02622423,0.9499999,0.0
100,0.95,0.0,0.02244702,0.9499999,0.0
101,0.95,0.0,0.05987471,0.9490155,0.0
102,0.95,0.0,0.0,0.9499999,0.0
103,0.883617,0.0,0.01007326,0.9499999,0.0
104,0.9417291,0.0,0.02869301,0.9499999,0.0
105,0.95,0.0,0.08792417,0.8189872,0.0
106,0.6078675,0.0,0.02461536,0.6301115,0.0
107,0.1458305,0.0,0.006574359,0.4579886,0.0
108,0.04711781,0.0,0.001330034,0.4624727,0.0
109,0.08881654,0.0,0.01917115,0.2192663,0.0
110,0.05678531,0.0,0.0449931,0.2300124,0.0
111,0.1075706,0.0,0.06126815,0.3421008,0.0
112,0.0647029,0.0,0.0,0.3047195,0.0
113,0.05371712,0.0,0.001157988,0.2790646,0.0
114,0.07327908,0.0,0.03176938,0.4100558,0.0
115,0.1421607,0.0,0.0,0.6909195,0.0
116,0.08813724,0.0,0.0,0.9057139,0.0
117,0.03400069,0.0,0.002891407,0.926286,0.0
118,0.1126921,0.0,0.02214304,0.9476979,0.0
119,0.1393183,0.0,0.05306834,0.9499999,0.0
120,0.1825284,0.0,0.04183874,0.9499999,0.0
121,0.1454364,0.0,0.3293056,0.9499999,0.0
122,0.07811487,0.0,0.4561031,0.9499999,0.0
123,0.1192744,0.0,0.7646151,0.9499999,0.0
124,0.2166196,0.0,0.7509717,0.9481853,0.0
125,0.4149679,0.0,0.5729727,0.5570786,0.0
126,0.6208717,0.0,0.4294755,0.4592234,0.0
127,0.95,0.0,0.4244843,0.3264216,0.0
128,0.95,0.0,0.6897541,0.2026577,0.0
129,0.909268,0.0,0.6395811,0.2434754,0.0
130,0.9450861,0.0,0.4820793,0.3344401,0.0
131,0.9464412,0.0,0.6405147,0.2952939,0.0
132,0.8892226,0.0,0.730303,0.2157375,0.0
133,0.9499999,0.0,0.4016977,0.2594587,0.0
134,0.9499999,0.0,0.5152526,0.1923171,0.0
135,0.9499999,0.0,0.8023874,0.2381986,0.0
136,0.95,0.0,0.9000967,0.2235003,0.0
137,0.9499999,0.0,0.9333403,0.1926316,0.0
138,0.95,0.0,0.95,0.2348129,0.0
139,0.95,0.0,0.9140021,0.2802674,0.0
140,0.95,0.0,0.5982286,0.3341774,0.0
141,0.9198939,0.0,0.5595951,0.4290421,0.0
142,0.1986606,0.0,0.3040199,0.4843689,0.0
143,0.0575394,0.0,0.247637,0.6089854,0.0
144,0.018275,0.0,0.5244603,0.4973229,0.0
145,0.00772533,0.0,0.7095008,0.1691691,0.0
146,0.05230975,0.0,0.5830805,0.2281712,0.0
147,0.2050682,0.0,0.3786281,0.3664042,0.0
148,0.07769592,0.0,0.4839746,0.2743561,0.0
149,0.1142327,0.0,0.5842819,0.2568664,0.0
150,0.04514121,0.0,0.4658026,0.2153019,0.0
151,0.03079002,0.0,0.5366839,0.1349029,0.0
152,0.0461632,0.0,0.7836863,0.1741011,0.0
153,0.03108171,0.0,0.524067,0.3266803,0.0
154,0.1784384,0.0,0.2497984,0.3904563,0.0
155,0.08706892,0.0,0.1745343,0.5845803,0.0
156,0.1165988,0.0,0.2131081,0.9332779,0.0
157,0.09576447,0.0,0.1892544,0.9499999,0.0
158,0.1542923,0.0,0.2505093,0.9499999,0.0
159,0.1483324,0.0,0.1019337,0.9393597,0.0
160,0.1140785,0.0,0.08606198,0.9495029,0.0
161,0.2822951,0.0,0.0450129,0.8326931,0.0
162,0.1743928,0.0,0.09932028,0.8009422,0.0
163,0.2518018,0.0,0.1725919,0.9269511,0.0
164,0.1955354,0.0,0.1226837,0.9499999,0.0
165,0.2937534,0.0,0.02163303,0.9499999,0.0
166,0.1062443,0.0,0.03164393,0.9499999,0.0
167,0.07898542,0.0,0.008098213,0.95,0.0
168,0.04062858,0.0,0.0,0.9499999,0.0
169,0.05808777,0.0,0.0,0.9499999,0.0
170,0.09422494,0.0,0.0,0.9487588,0.0
171,0.1377504,0.0,0.01595321,0.9499999,0.0
172,0.1881462,0.0,0.05550884,0.9499999,0.0
173,0.160954,0.0,0.02072509,0.9499999,0.0
174,0.08588755,0.0,0.0,0.9499999,0.0
175,0.05273463,0.0,0.0,0.9499999,0.0
176,0.01523687,0.0,0.0,0.9499999,0.0
177,0.0,0.0,0.0,0.9499999,0.0
178,0.0,0.0,0.0,0.9499999,0.0
179,0.0,0.0,0.0,0.9499999,0.0
180,0.0,0.0,0.0,0.9499999,0.0
181,0.06671198,0.0,0.0,0.9499999,0.0
182,0.1073101,0.0,0.0,0.9499999,0.0
183,0.1084992,0.0,0.0,0.9499999,0.0
184,0.060266,0.0,0.0,0.9499999,0.0
185,0.005414082,0.0,0.0,0.9312631,0.0
186,0.03699981,0.0,0.0,0.8885255,0.0
187,0.155498,0.0,0.0,0.8902898,0.0
188,0.1751869,0.0,0.0,0.9424644,0.0
189,0.1100825,0.0,0.0,0.9185271,0.0
190,0.1827545,0.0,0.0,0.9258231,0.0
191,0.1735644,0.0,0.0,0.9499999,0.0
192,0.2588022,0.0,0.0,0.8033913,0.0
193,0.05133079,0.0,0.01305026,0.774017,0.0
194,0.07662954,0.0,0.06701168,0.9469835,0.0
195,0.08755085,0.0,0.109482,0.9499999,0.0
196,0.05572242,0.0,0.1711561,0.9499999,0.0
197,0.05267376,0.0,0.3805628,0.9499999,0.0
198,0.0937231,0.0,0.6137069,0.9499999,0.0
199,0.1117909,0.0,0.3793857,0.9499999,0.0
200,0.1835327,0.0,0.6938111,0.9499999,0.0
201,0.1199846,0.0,0.9330809,0.9499999,0.0
202,0.2975654,0.0,0.95,0.9499999,0.0
203,0.403847,0.0,0.95,0.9471787,0.0
204,0.3912444,0.0,0.95,0.7671785,0.0
205,0.4371656,0.0,0.9488049,0.9499999,0.0
206,0.7067236,0.0,0.9154202,0.7795535,0.0
207,0.9316455,0.0,0.9419136,0.8873971,0.0
208,0.9284844,0.0,0.7028027,0.5514702,0.0
209,0.9351448,0.0,0.3155609,0.6338086,0.0
210,0.95,0.0,0.4212159,0.8198887,0.0
211,0.95,0.0,0.4125451,0.5783521,0.0
212,0.9499999,0.0,0.1437045,0.5449432,0.0
213,0.95,0.0,0.1626017,0.6602224,0.0
214,0.95,0.0,0.1239871,0.4904035,0.0
215,0.9499999,0.0,0.07166264,0.2201667,0.0
216,0.9499999,0.0,0.07826318,0.3303972,0.0
217,0.95,0.0,0.007376011,0.3872459,0.0
218,0.95,0.0,0.02316876,0.6407819,0.0
219,0.95,0.0,0.06381772,0.4542429,0.0
220,0.95,0.0,0.0,0.2274977,0.0
221,0.7668575,0.0,0.0,0.2869453,0.0
222,0.3523223,0.0,0.0,0.1946295,0.0
223,0.4651899,0.0,0.01594574,0.3200966,0.0
224,0.7855657,0.0,0.05231942,0.2743417,0.0
225,0.4420609,0.0,0.09063416,0.2345297,0.0
226,0.1295323,0.0,0.1694555,0.1601882,0.0
227,0.1504485,0.0,0.1802341,0.1758498,0.0
228,0.0458205,0.0,0.1249945,0.1816816,0.0
229,0.03101307,0.0,0.1020624,0.3110313,0.0
230,0.01007196,0.0,0.1430431,0.2227664,0.0
231,0.06610453,0.0,0.1340718,0.257328,0.0
232,0.08846386,0.0,0.1277323,0.3050011,0.0
233,0.03278459,0.0,0.2268742,0.426568,0.0
234,0.03082327,0.0,0.2278254,0.3446327,0.0
235,0.05298202,0.0,0.3626671,0.3402784,0.0
236,0.1899252,0.0,0.3306379,0.5661281,0.0
237,0.2361036,0.0,0.2943189,0.5221373,0.0
238,0.2019327,0.0,0.5544989,0.6042395,0.0
239,0.2073776,0.0,0.95,0.9217646,0.0
240,0.1845089,0.0,0.95,0.9499999,0.0
241,0.1142258,0.0,0.8830496,0.9499999,0.0
242,0.3206547,0.0,0.95,0.9499999,0.0
243,0.3231349,0.0,0.9475604,0.9499999,0.0
244,0.6034289,0.0,0.9130624,0.9499999,0.0
245,0.4824786,0.0,0.95,0.9499999,0.0
246,0.4006922,0.0,0.9303836,0.9499999,0.0
247,0.5146679,0.0,0.8768072,0.9499999,0.0
248,0.5040951,0.0,0.6096205,0.9499999,0.0
249,0.7568824,0.0,0.539502,0.9499999,0.0
250,0.9202347,0.0,0.4400108,0.9499999,0.0
251,0.6196402,0.0,0.8684195,0.9499999,0.0
252,0.6810285,0.0,0.9213443,0.9499999,0.0
253,0.3986337,0.0,0.95,0.95,0.0
254,0.3146121,0.0,0.9499999,0.9499999,0.0
255,0.5043325,0.0,0.95,0.9499999,0.0
256,0.4324512,0.0,0.95,0.9499999,0.0
257,0.2195751,0.0,0.95,0.9499999,0.0
258,0.2323827,0.0,0.95,0.9499999,0.0
259,0.2371293,0.0,0.95,0.95,0.0
260,0.09643278,0.0,0.95,0.9499999,0.0
261,0.04404714,0.0,0.95,0.9499999,0.0
262,0.07410829,0.0,0.9499999,0.9499999,0.0
263,0.1252751,0.0,0.95,0.9499999,0.0
264,0.848662,0.0,0.95,0.9499999,0.0
265,0.95,0.0,0.9384871,0.9499999,0.0
266,0.95,0.0,0.6256114,0.9499999,0.0
267,0.95,0.0,0.5750428,0.9499999,0.0
268,0.860853,0.0,0.8083203,0.9499999,0.0
269,0.8348148,0.0,0.95,0.9499999,0.0
270,0.614409,0.0,0.9140265,0.9499999,0.0
271,0.4346627,0.0,0.95,0.9499999,0.0
272,0.4426937,0.0,0.95,0.9499999,0.0
273,0.4684643,0.0,0.95,0.9499999,0.0
274,0.4671242,0.0,0.9417118,0.9499999,0.0
275,0.1911783,0.0,0.9215487,0.9499999,0.0
276,0.05359595,0.0,0.9160215,0.9499999,0.0
277,0.09331775,0.0,0.9100035,0.9499999,0.0
278,0.06487244,0.0,0.8262461,0.9499999,0.0
279,0.1831222,0.0,0.6735382,0.9499999,0.0
280,0.1854693,0.0,0.1527439,0.9499999,0.0
281,0.161048,0.0,0.08952144,0.9406118,0.0
282,0.1025624,0.0,0.1418867,0.9007661,0.0
283,0.07782891,0.0,0.0553805,0.945523,0.0
284,0.02061891,0.0,0.0768849,0.9499999,0.0
285,0.0,0.0,0.09005135,0.9499999,0.0
286,0.04368545,0.0,0.08987314,0.9499999,0.0
287,0.06705993,0.0,0.08143518,0.9397645,0.0
288,0.1399786,0.0,0.02718971,0.8798069,0.0
289,0.1744962,0.0,0.166065,0.7479825,0.0
290,0.1084277,0.0,0.122894,0.8203989,0.0
291,0.1318099,0.0,0.1291856,0.9293137,0.0
292,0.09837921,0.0,0.1192576,0.9499999,0.0
293,0.09393522,0.0,0.1059441,0.9477947,0.0
294,0.06150898,0.0,0.0305504,0.9499999,0.0
295,0.1010281,0.0,0.0,0.9429466,0.0
296,0.05408866,0.0,0.0,0.8952082,0.0
297,0.0,0.0,0.0,0.9423395,0.0
298,0.002175076,0.0,0.0,0.95,0.0
299,0.0,0.0,0.0,0.9499999,0.0
300,0.0,0.0,0.00143448,0.9499999,0.0
301,0.0,0.0,0.0,0.7567151,0.0
302,0.0,0.0,0.0,0.5576426,0.0
303,0.0116863,0.0,0.0,0.2883812,0.0
304,0.01475343,0.0,0.0,0.2478075,0.0
305,0.01978646,0.0,0.01972047,0.2387695,0.0
306,0.02420453,0.0,0.06433636,0.2387695,0.0
307,0.05543805,0.0,0.06275702,0.2387695,0.0
308,0.0793222,0.0,0.03150159,0.2387695,0.0
309,0.0492635,0.0,0.0555317,0.2045625,0.0
310,0.04775184,0.0,0.03069923,0.2045625,0.0
311,0.06447096,0.0,0.04082086,0.2045625,0.0
312,0.005434623,0.0,0.1881398,0.2045625,0.0
313,6.17e-05,0.0,0.2914647,0.7779216,0.0
314,0.03484078,0.0,0.159096,0.7779216,0.0
315,0.07268479,0.0,0.0397245,0.7779216,0.0
316,0.0,0.0,0.05052128,0.7785051,0.0
317,0.004372388,0.0,0.0791875,0.9061393,0.0
318,0.0,0.0,0.05053712,0.9499999,0.0
319,0.0,0.0,0.07940692,0.9499999,0.0
320,0.0,0.0,0.1725712,0.9499999,0.0
321,0.0,0.0,0.1076927,0.9499999,0.0
322,0.03490896,0.0,0.05198864,0.9499999,0.0
323,0.0,0.0,0.0306614,0.929695,0.0
324,0.000843982,0.0,0.03114437,0.8902422,0.0
325,0.0,0.0,0.01445011,0.6862938,0.0
326,0.002401624,0.0,0.01684118,0.6737744,0.0
327,0.0,0.0,0.0,0.6065106,0.0
328,0.0,0.0,0.0,0.9469346,0.0
329,0.007829729,0.0,0.0,0.9046782,0.0
330,0.0,0.0,0.0,0.818163,0.0
331,0.0,0.0,0.0,0.9374956,0.0
332,0.0,0.0,0.0,0.9499999,0.0
333,0.0,0.0,0.0,0.8531643,0.0
334,0.0,0.0,0.0,0.7516242,0.0
335,0.0,0.0,0.0,0.7516242,0.0
336,0.0,0.0,0.0,0.9499999,0.0
337,0.0,0.0,0.0,0.9499999,0.0
338,0.0,0.0,0.0,0.9499999,0.0
339,0.0,0.0,0.0,0.9499999,0.0
340,0.02054714,0.0,0.05677603,0.925582,0.0
341,0.1750033,0.0,0.1699411,0.6785159,0.0
342,0.4184353,0.0,0.256048,0.6543653,0.0
343,0.6573206,0.0,0.2996862,0.6543653,0.0
344,0.7905895,0.0,0.5498443,0.6543653,0.0
345,0.5342482,0.0,0.8594229,0.6543653,0.0
346,0.3936774,0.0,0.95,0.6543653,0.0
347,0.2540905,0.0,0.95,0.6543653,0.0
348,0.4249806,0.0,0.95,0.9499999,0.0
349,0.6862491,0.0,0.9499999,0.9499999,0.0
350,0.6339704,0.0,0.95,0.9499999,0.0
351,0.590122,0.0,0.9499999,0.9499999,0.0
352,0.5686546,0.0,0.9499999,0.8880739,0.0
353,0.3411458,0.0,0.95,0.7911335,0.0
354,0.494443,0.0,0.8395241,0.913249,0.0
355,0.9301997,0.0,0.4362067,0.9431977,0.0
356,0.8745302,0.0,0.5415123,0.9499999,0.0
357,0.5079185,0.0,0.2108508,0.9499999,0.0
358,0.6345187,0.0,0.2215299,0.9499999,0.0
359,0.547627,0.0,0.1283111,0.9499999,0.0
360,0.6324187,0.0,0.1807913,0.9499999,0.0
361,0.1409227,0.0,0.2109569,0.9499999,0.0
362,0.167973,0.0,0.284417,0.9499999,0.0
363,0.2183436,0.0,0.1378164,0.9499999,0.0
364,0.1774235,0.0,0.05793371,0.9499999,0.0
365,0.2181236,0.0,0.09406775,0.9499999,0.0
366,0.3462815,0.0,0.1040965,0.9499999,0.0
367,0.4693704,0.0,0.0,0.9499999,0.0
368,0.8441604,0.0,0.01432968,0.9499999,0.0
369,0.5588652,0.0,0.04934839,0.9499999,0.0
370,0.6959484,0.0,0.0875877,0.9499999,0.0
371,0.7134663,0.0,0.1260804,0.9499999,0.0
372,0.6727536,0.0,0.03393808,0.95,0.0
373,0.6576132,0.0,0.003269722,0.9499999,0.0
374,0.6205083,0.0,0.003916746,0.9499999,0.0
375,0.4390053,0.0,0.0129767,0.9499999,0.0
376,0.2538739,0.0,0.0,0.8684756,0.0
377,0.1882894,0.0,0.0,0.9472077,0.0
378,0.08765073,0.0,0.0,0.9499999,0.0
379,0.07105,0.0,0.0,0.8296049,0.0
380,0.1481605,0.0,0.0,0.635576,0.0
381,0.1420611,0.0,0.0,0.9379212,0.0
382,0.1107004,0.0,0.0,0.9499999,0.0
383,0.1749491,0.0,0.006699504,0.9499999,0.0
384,0.07901642,0.0,0.05011619,0.9499999,0.0
385,0.1116876,0.0,0.01025648,0.9289532,0.0
386,0.2676056,0.0,0.03904863,0.4158833,0.0
387,0.4160432,0.0,0.1270378,0.4158833,0.0
388,0.623399,0.0,0.0937115,0.4158833,0.0
389,0.3118294,0.0,0.1708175,0.3937369,0.0
390,0.1230848,0.0,0.1938642,0.3937369,0.0
391,0.200052,0.0,0.1603308,0.3937369,0.0
392,0.3547001,0.0,0.07797864,0.3937369,0.0
393,0.2097909,0.0,0.05211833,0.3937369,0.0
394,0.0269725,0.0,0.0765025,0.7304862,0.0
395,0.007348768,0.0,0.06467426,0.7304862,0.0
396,0.0,0.0,0.03302982,0.7304862,0.0
397,0.0,0.0,0.0,0.7304862,0.0
398,0.0,0.0,0.0,0.740855,0.0
399,0.0,0.0,0.0,0.879167,0.0
400,0.0,0.0,0.0,0.9123838,0.0
401,0.02172218,0.0,0.01630288,0.9123838,0.0
402,0.05759723,0.0,0.03048759,0.9197021,0.0
403,0.03633571,0.0,0.1045683,0.9339254,0.0
404,0.07078417,0.0,0.1196114,0.9339254,0.0
405,0.0755378,0.0,0.09669313,0.9342954,0.0
406,0.05900404,0.0,0.1870595,0.9499045,0.0
407,0.08213951,0.0,0.5018625,0.9499046,0.0
408,0.1357545,0.0,0.5641762,0.9499046,0.0
409,0.1432632,0.0,0.5069202,0.9499002,0.0
410,0.3097116,0.0,0.7090796,0.8306987,0.0
411,0.1550115,0.0,0.5020437,0.8306987,0.0
412,0.2272096,0.0,0.3536469,0.8306987,0.0
413,0.1613852,0.0,0.685807,0.8306987,0.0
414,0.1211056,0.0,0.8105776,0.8306987,0.0
415,0.2129017,0.0,0.9027635,0.8724491,0.0
416,0.2883555,0.0,0.4150833,0.8950499,0.0
417,0.452454,0.0,0.1665791,0.9497852,0.0
418,0.4653344,0.0,0.06344986,0.9497852,0.0
419,0.1410682,0.0,0.1715563,0.9497853,0.0
420,0.1372789,0.0,0.1695155,0.9497852,0.0
421,0.077087,0.0,0.2546829,0.9497852,0.0
422,0.09046985,0.0,0.4149848,0.9497853,0.0
423,0.3369161,0.0,0.7008089,0.9497852,0.0
424,0.5074385,0.0,0.4173298,0.9497854,0.0
425,0.2989095,0.0,0.1922997,0.8143775,0.0
426,0.2437755,0.0,0.1410021,0.8143775,0.0
427,0.2817739,0.0,0.2067375,0.8143775,0.0
428,0.2199807,0.0,0.1138678,0.9311814,0.0
429,0.1810281,0.0,0.1755234,0.9499999,0.0
430,0.1553268,0.0,0.2595422,0.9499999,0.0
431,0.07039699,0.0,0.05267486,0.9478439,0.0
432,0.2686056,0.0,0.07686261,0.7166731,0.0
433,0.2689545,0.0,0.0852282,0.7151421,0.0
434,0.1726547,0.0,0.009313836,0.551355,0.0
435,0.1440169,0.0,0.0,0.3946674,0.0
436,0.1213285,0.0,0.0,0.1949349,0.0
437,0.1052134,0.0,0.08666138,0.1852527,0.0
438,0.04571606,0.0,0.07315972,0.3361225,0.0
439,0.06662366,0.0,0.1513564,0.411049,0.0
440,0.1729629,0.0,0.187412,0.3965996,0.0
441,0.2286888,0.0,0.3157338,0.3140863,0.0
442,0.2336558,0.0,0.1551617,0.2934754,0.0
443,0.0864466,0.0,0.1439791,0.1878208,0.0
444,0.01243307,0.0,0.1685868,0.1228859,0.0
445,0.01690108,0.0,0.2461043,0.03461401,0.0
446,0.0,0.0,0.2294019,0.03460169,0.0
447,0.0,0.0,0.2254947,0.02414554,0.0
448,0.03199641,0.0,0.06107603,0.01815237,0.0
449,0.08059368,0.0,0.04520445,0.01563528,0.0
450,0.05781194,0.0,0.06718883,0.000523333,0.0
451,0.04713582,0.0,0.0,0.004072948,0.0
452,0.006892358,0.0,0.0,0.01752597,0.0
453,0.0,0.0,0.0,0.004991259,0.0
454,0.02046307,0.0,0.02058279,0.01860471,0.0
455,0.01471938,0.0,0.1119367,0.05945428,0.0
456,0.01977065,0.0,0.1168517,0.09528762,0.0
457,0.006484549,0.0,0.4144666,0.1036195,0.0
458,0.0,0.0,0.3376774,0.174815,0.0
459,0.000882087,0.0,0.38767,0.2369656,0.0
460,0.0,0.0,0.395889,0.4006113,0.0
461,0.01829128,0.0,0.5351897,0.4514028,0.0
462,0.0637338,0.0,0.6229131,0.705893,0.0
463,0.2243141,0.0,0.6528869,0.702727,0.0
464,0.206792,0.0,0.8764066,0.6208805,0.0
465,0.1243861,0.0,0.7928143,0.7007191,0.0
466,0.1654409,0.0,0.8300099,0.8237183,0.0
467,0.1839691,0.0,0.9499999,0.6014911,0.0
468,0.1569809,0.0,0.8664079,0.381137,0.0
469,0.2405403,0.0,0.2861254,0.6408928,0.0
470,0.2528459,0.0,0.3809488,0.73852,0.0
471,0.8133482,0.0,0.6111547,0.8166118,0.0
472,0.9415886,0.0,0.5313978,0.4389329,0.0
473,0.95,0.0,0.6954415,0.2765193,0.0
474,0.95,0.0,0.95,0.2358245,0.0
475,0.95,0.0,0.95,0.1909257,0.0
476,0.95,0.0,0.9499999,0.1687956,0.0
477,0.9499999,0.0,0.95,0.2056113,0.0
478,0.95,0.0,0.8753409,0.2406069,0.0
479,0.95,0.0,0.4031992,0.2146603,0.0
480,0.9499999,0.0,0.5224268,0.05445392,0.0
481,0.95,0.0,0.5032453,0.01453303,0.0
482,0.95,0.0,0.2694513,0.05040359,0.0
483,0.95,0.0,0.082101,0.06339828,0.0
484,0.4183071,0.0,0.08367709,0.04393858,0.0
485,0.2637454,0.0,0.1390782,0.05895765,0.0
486,0.08245916,0.0,0.1117497,0.05306084,0.0
487,0.03292537,0.0,0.08702786,0.03593557,0.0
488,0.03063644,0.0,0.1018212,0.04798649,0.0
489,0.005009403,0.0,0.02379289,0.05878291,0.0
490,0.07391115,0.0,0.0,0.07106033,0.0
491,0.002308476,0.0,0.0,0.1052462,0.0
492,0.003163831,0.0,0.0,0.1857185,0.0
493,0.0,0.0,0.005696075,0.23216,0.0
494,0.0,0.0,0.03448279,0.2691202,0.0
495,0.0,0.0,0.000884132,0.2154023,0.0
496,0.0,0.0,0.005019201,0.320966,0.0
497,0.1596627,0.0,0.0,0.2808132,0.0
498,0.1744303,0.0,0.03142152,0.4144854,0.0
499,0.263966,0.0,0.07521047,0.6021465,0.0
500,0.1306468,0.0,0.00682704,0.5580369,0.0
501,0.1522938,0.0,0.0,0.5971555,0.0
502,0.05909471,0.0,0.0,0.8036175,0.0
503,0.05538176,0.0,0.0,0.3758325,0.0
504,0.02737111,0.0,0.0,0.2980869,0.0
505,0.033233,0.0,0.0,0.2378023,0.0
506,0.04861566,0.0,0.0,0.2585945,0.0
507,0.1261949,0.0,0.0,0.3316994,0.0
508,0.294111,0.0,0.02792282,0.6142718,0.0
509,0.4471503,0.0,0.07526567,0.949184,0.0
510,0.5053874,0.0,0.1041994,0.9499999,0.0
511,0.5291111,0.0,0.09804537,0.9499999,0.0
512,0.4896974,0.0,0.1643319,0.9499999,0.0
513,0.2739988,0.0,0.282025,0.9499999,0.0
514,0.2202604,0.0,0.4955517,0.9499999,0.0
515,0.1755662,0.0,0.4132332,0.9499999,0.0
516,0.3932215,0.0,0.42052,0.9368158,0.0
517,0.7427095,0.0,0.6072574,0.9455417,0.0
518,0.8268613,0.0,0.9090233,0.9499999,0.0
519,0.8723987,0.0,0.930403,0.8697538,0.0
520,0.8886697,0.0,0.95,0.4706754,0.0
521,0.7845785,0.0,0.95,0.4585474,0.0
522,0.95,0.0,0.95,0.5769116,0.0
523,0.95,0.0,0.9499999,0.6492327,0.0
524,0.95,0.0,0.95,0.6287917,0.0
525,0.9499999,0.0,0.7361825,0.4769288,0.0
526,0.95,0.0,0.6267602,0.5845237,0.0
527,0.95,0.0,0.2229363,0.5455471,0.0
528,0.95,0.0,0.1537772,0.2327629,0.0
529,0.95,0.0,0.1128584,0.2178914,0.0
