Time_index;AL00;AT00;BA00;BE00;BG00;CH00;CZ00;DE00;ES00;FI00;FR00;GR00;HR00;HU00;IE00;ITCA;ITCN;ITCS;ITN1;ITS1;ITSA;ITSI;LT00;LUG1;LUV1;LV00;ME00;MK00;NL00;NOM1;NON1;NOS0;PL00;PT00;RO00;RS00;SE01;SE02;SE03;SE04;SI00;SK00;TR00;UK00
1/01/1984 0:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 1:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 2:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 3:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 4:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 5:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 6:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 7:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 8:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 9:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 10:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 11:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 12:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 13:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 14:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 15:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 16:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 17:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 18:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 19:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 20:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 21:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 22:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
1/01/1984 23:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 0:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 1:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 2:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 3:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 4:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
2/01/1984 5:00;908.6976197;68.31806298;365.6545625;0;229.0088708;264.5006786;93.58435204;193.7013764;3501.440476;1050.565476;2091.959426;302.7726083;349.9179929;0;0;102.0530612;93.33588416;358.5922711;1011.494048;29.94693878;21.18452381;5.602157738;0;0;;0;399.6732143;166.205119;;;;;26.8875;1489.315476;318.4280682;82.94082718;660.8346078;1740.76872;703.9566763;307.202381;0;0;7872.863105;0
