,Node/Line,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector
0,AL00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3120.0,DE2040-2007 Update,,,IoSN Lite,Electricity
1,AL00-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1704.0,DE2040-2007 Update,,,IoSN Lite,Electricity
2,AL00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,998.0,DE2040-2007 Update,,,IoSN Lite,Electricity
3,AL00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,161.0,DE2040-2007 Update,,,IoSN Lite,Electricity
4,AT00-CH00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,184.0,DE2040-2007 Update,,,IoSN Lite,Electricity
5,AT00-DE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,9870.0,DE2040-2007 Update,,,IoSN Lite,Electricity
6,AT00-HU00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3259.0,DE2040-2007 Update,,,IoSN Lite,Electricity
7,AT00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3913.0,DE2040-2007 Update,,,IoSN Lite,Electricity
8,AT00-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5008.0,DE2040-2007 Update,,,IoSN Lite,Electricity
9,BA00-HR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2298.0,DE2040-2007 Update,,,IoSN Lite,Electricity
10,BA00-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,948.0,DE2040-2007 Update,,,IoSN Lite,Electricity
11,BA00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,95.0,DE2040-2007 Update,,,IoSN Lite,Electricity
12,BE00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3320.0,DE2040-2007 Update,,,IoSN Lite,Electricity
13,BE00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2359.0,DE2040-2007 Update,,,IoSN Lite,Electricity
14,BE00-LUG1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5110.0,DE2040-2007 Update,,,IoSN Lite,Electricity
15,BE00-NL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,11157.0,DE2040-2007 Update,,,IoSN Lite,Electricity
16,BE00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3287.0,DE2040-2007 Update,,,IoSN Lite,Electricity
17,BG00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,4549.0,DE2040-2007 Update,,,IoSN Lite,Electricity
18,BG00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1349.0,DE2040-2007 Update,,,IoSN Lite,Electricity
19,BG00-RO00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1805.0,DE2040-2007 Update,,,IoSN Lite,Electricity
20,BG00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,523.0,DE2040-2007 Update,,,IoSN Lite,Electricity
21,BG00-TR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,17472.0,DE2040-2007 Update,,,IoSN Lite,Electricity
22,CH00-DE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,9797.0,DE2040-2007 Update,,,IoSN Lite,Electricity
23,CH00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,596.0,DE2040-2007 Update,,,IoSN Lite,Electricity
24,CH00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,19480.0,DE2040-2007 Update,,,IoSN Lite,Electricity
25,CY00-GR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,651.0,DE2040-2007 Update,,,IoSN Lite,Electricity
26,CZ00-SK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2735.0,DE2040-2007 Update,,,IoSN Lite,Electricity
27,DE00-DKE1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1142.0,DE2040-2007 Update,,,IoSN Lite,Electricity
28,DE00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,7465.0,DE2040-2007 Update,,,IoSN Lite,Electricity
29,DE00-NL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1379.0,DE2040-2007 Update,,,IoSN Lite,Electricity
30,DE00-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1219.0,DE2040-2007 Update,,,IoSN Lite,Electricity
31,DKE1-DKW1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,473.0,DE2040-2007 Update,,,IoSN Lite,Electricity
32,DKE1-PL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2047.0,DE2040-2007 Update,,,IoSN Lite,Electricity
33,DKE1-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,725.0,DE2040-2007 Update,,,IoSN Lite,Electricity
34,DKW1-NOS0,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,4390.0,DE2040-2007 Update,,,IoSN Lite,Electricity
35,DKW1-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,809.0,DE2040-2007 Update,,,IoSN Lite,Electricity
36,EE00-FI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2449.0,DE2040-2007 Update,,,IoSN Lite,Electricity
37,EE00-LV00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3273.0,DE2040-2007 Update,,,IoSN Lite,Electricity
38,ES00-FR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,21307.0,DE2040-2007 Update,,,IoSN Lite,Electricity
39,ES00-PT00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,488.0,DE2040-2007 Update,,,IoSN Lite,Electricity
40,FI00-NON1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,208.0,DE2040-2007 Update,,,IoSN Lite,Electricity
41,FI00-SE01,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,159.0,DE2040-2007 Update,,,IoSN Lite,Electricity
42,FI00-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1354.0,DE2040-2007 Update,,,IoSN Lite,Electricity
43,FR00-IE00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,5631.0,DE2040-2007 Update,,,IoSN Lite,Electricity
44,FR00-ITN1,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,15114.0,DE2040-2007 Update,,,IoSN Lite,Electricity
45,FR00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,16340.0,DE2040-2007 Update,,,IoSN Lite,Electricity
46,GR00-GR03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,247.0,DE2040-2007 Update,,,IoSN Lite,Electricity
47,GR00-MK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,626.0,DE2040-2007 Update,,,IoSN Lite,Electricity
48,GR00-TR00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,17472.0,DE2040-2007 Update,,,IoSN Lite,Electricity
49,HR00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,689.0,DE2040-2007 Update,,,IoSN Lite,Electricity
50,HR00-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1548.0,DE2040-2007 Update,,,IoSN Lite,Electricity
51,HU00-RO00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2329.0,DE2040-2007 Update,,,IoSN Lite,Electricity
52,HU00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,822.0,DE2040-2007 Update,,,IoSN Lite,Electricity
53,HU00-SK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2192.0,DE2040-2007 Update,,,IoSN Lite,Electricity
54,IE00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,45.0,DE2040-2007 Update,,,IoSN Lite,Electricity
55,ITCN-ITCS,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,254.0,DE2040-2007 Update,,,IoSN Lite,Electricity
56,ITCS-ME00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,679.0,DE2040-2007 Update,,,IoSN Lite,Electricity
57,ITN1-SI00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,558.0,DE2040-2007 Update,,,IoSN Lite,Electricity
58,ITSI-MT00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,219.0,DE2040-2007 Update,,,IoSN Lite,Electricity
59,LT00-LV00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2162.0,DE2040-2007 Update,,,IoSN Lite,Electricity
60,LT00-PL00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1844.0,DE2040-2007 Update,,,IoSN Lite,Electricity
61,ME00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,24.0,DE2040-2007 Update,,,IoSN Lite,Electricity
62,MK00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,319.0,DE2040-2007 Update,,,IoSN Lite,Electricity
63,NL00-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,872.0,DE2040-2007 Update,,,IoSN Lite,Electricity
64,NOM1-SE02,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1231.0,DE2040-2007 Update,,,IoSN Lite,Electricity
65,NON1-SE02,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,7004.0,DE2040-2007 Update,,,IoSN Lite,Electricity
66,NOS0-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3456.0,DE2040-2007 Update,,,IoSN Lite,Electricity
67,NOS0-UK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,12147.0,DE2040-2007 Update,,,IoSN Lite,Electricity
68,PL00-SE04,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,613.0,DE2040-2007 Update,,,IoSN Lite,Electricity
69,PLI0-SK00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,3137.0,DE2040-2007 Update,,,IoSN Lite,Electricity
70,RO00-RS00,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,453.0,DE2040-2007 Update,,,IoSN Lite,Electricity
71,SE02-SE03,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,6965.0,DE2040-2007 Update,,,IoSN Lite,Electricity
72,SK00-PLE0,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1331.0,DE2040-2007 Update,,,IoSN Lite,Electricity
73,UK00-UKNI,,Flow,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1025.0,DE2040-2007 Update,,,IoSN Lite,Electricity
74,AL00-GR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1118.0,DE2040-2007 Update,,,IoSN Lite,Electricity
75,AL00-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,644.0,DE2040-2007 Update,,,IoSN Lite,Electricity
76,AL00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,968.0,DE2040-2007 Update,,,IoSN Lite,Electricity
77,AL00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,191.0,DE2040-2007 Update,,,IoSN Lite,Electricity
78,AT00-CH00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2316.0,DE2040-2007 Update,,,IoSN Lite,Electricity
79,AT00-CZ00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1359.0,DE2040-2007 Update,,,IoSN Lite,Electricity
80,AT00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,12379.0,DE2040-2007 Update,,,IoSN Lite,Electricity
81,AT00-HU00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2590.0,DE2040-2007 Update,,,IoSN Lite,Electricity
82,AT00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4141.0,DE2040-2007 Update,,,IoSN Lite,Electricity
83,AT00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2759.0,DE2040-2007 Update,,,IoSN Lite,Electricity
84,BA00-HR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1713.0,DE2040-2007 Update,,,IoSN Lite,Electricity
85,BA00-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1371.0,DE2040-2007 Update,,,IoSN Lite,Electricity
86,BA00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,401.0,DE2040-2007 Update,,,IoSN Lite,Electricity
87,BE00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3213.0,DE2040-2007 Update,,,IoSN Lite,Electricity
88,BE00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3010.0,DE2040-2007 Update,,,IoSN Lite,Electricity
89,BE00-LUB1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,563.0,DE2040-2007 Update,,,IoSN Lite,Electricity
90,BE00-LUG1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1439.0,DE2040-2007 Update,,,IoSN Lite,Electricity
91,BE00-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5927.0,DE2040-2007 Update,,,IoSN Lite,Electricity
92,BE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1152.0,DE2040-2007 Update,,,IoSN Lite,Electricity
93,BG00-GR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5926.0,DE2040-2007 Update,,,IoSN Lite,Electricity
94,BG00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,822.0,DE2040-2007 Update,,,IoSN Lite,Electricity
95,BG00-RO00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2013.0,DE2040-2007 Update,,,IoSN Lite,Electricity
96,BG00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,403.0,DE2040-2007 Update,,,IoSN Lite,Electricity
97,BG00-TR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7862.0,DE2040-2007 Update,,,IoSN Lite,Electricity
98,CH00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,10462.0,DE2040-2007 Update,,,IoSN Lite,Electricity
99,CH00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,373.0,DE2040-2007 Update,,,IoSN Lite,Electricity
100,CH00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,22805.0,DE2040-2007 Update,,,IoSN Lite,Electricity
101,CZ00-DE00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,6638.0,DE2040-2007 Update,,,IoSN Lite,Electricity
102,CZ00-PLI0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1848.0,DE2040-2007 Update,,,IoSN Lite,Electricity
103,CZ00-SK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7557.0,DE2040-2007 Update,,,IoSN Lite,Electricity
104,DE00-DEKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,107.0,DE2040-2007 Update,,,IoSN Lite,Electricity
105,DE00-DKE1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,684.0,DE2040-2007 Update,,,IoSN Lite,Electricity
106,DE00-DKW1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1302.0,DE2040-2007 Update,,,IoSN Lite,Electricity
107,DE00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3546.0,DE2040-2007 Update,,,IoSN Lite,Electricity
108,DE00-LUG1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2698.0,DE2040-2007 Update,,,IoSN Lite,Electricity
109,DE00-LUV1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1705.0,DE2040-2007 Update,,,IoSN Lite,Electricity
110,DE00-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5846.0,DE2040-2007 Update,,,IoSN Lite,Electricity
111,DE00-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2379.0,DE2040-2007 Update,,,IoSN Lite,Electricity
112,DE00-PLI0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5653.0,DE2040-2007 Update,,,IoSN Lite,Electricity
113,DE00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,910.0,DE2040-2007 Update,,,IoSN Lite,Electricity
114,DE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1800.0,DE2040-2007 Update,,,IoSN Lite,Electricity
115,DEKF-DKKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,370.0,DE2040-2007 Update,,,IoSN Lite,Electricity
116,DKE1-DKKF,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,80.0,DE2040-2007 Update,,,IoSN Lite,Electricity
117,DKE1-DKW1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,924.0,DE2040-2007 Update,,,IoSN Lite,Electricity
118,DKE1-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,806.0,DE2040-2007 Update,,,IoSN Lite,Electricity
119,DKW1-NL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3012.0,DE2040-2007 Update,,,IoSN Lite,Electricity
120,DKW1-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3582.0,DE2040-2007 Update,,,IoSN Lite,Electricity
121,DKW1-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1894.0,DE2040-2007 Update,,,IoSN Lite,Electricity
122,DKW1-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4464.0,DE2040-2007 Update,,,IoSN Lite,Electricity
123,EE00-FI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2272.0,DE2040-2007 Update,,,IoSN Lite,Electricity
124,EE00-LV00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2760.0,DE2040-2007 Update,,,IoSN Lite,Electricity
125,ES00-FR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,17154.0,DE2040-2007 Update,,,IoSN Lite,Electricity
126,ES00-PT00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1081.0,DE2040-2007 Update,,,IoSN Lite,Electricity
127,FI00-SE01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,189.0,DE2040-2007 Update,,,IoSN Lite,Electricity
128,FI00-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3007.0,DE2040-2007 Update,,,IoSN Lite,Electricity
129,FR00-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,32903.0,DE2040-2007 Update,,,IoSN Lite,Electricity
130,FR00-LUF1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,950.0,DE2040-2007 Update,,,IoSN Lite,Electricity
131,FR00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,10158.0,DE2040-2007 Update,,,IoSN Lite,Electricity
132,FR15-ITCO,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,47.0,DE2040-2007 Update,,,IoSN Lite,Electricity
133,GR00-GR03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,286.0,DE2040-2007 Update,,,IoSN Lite,Electricity
134,GR00-ITS1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1812.0,DE2040-2007 Update,,,IoSN Lite,Electricity
135,GR00-MK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1097.0,DE2040-2007 Update,,,IoSN Lite,Electricity
136,GR00-TR00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5765.0,DE2040-2007 Update,,,IoSN Lite,Electricity
137,HR00-HU00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,4535.0,DE2040-2007 Update,,,IoSN Lite,Electricity
138,HR00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,686.0,DE2040-2007 Update,,,IoSN Lite,Electricity
139,HR00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,5835.0,DE2040-2007 Update,,,IoSN Lite,Electricity
140,HU00-RO00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2221.0,DE2040-2007 Update,,,IoSN Lite,Electricity
141,HU00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,959.0,DE2040-2007 Update,,,IoSN Lite,Electricity
142,HU00-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1266.0,DE2040-2007 Update,,,IoSN Lite,Electricity
143,HU00-SK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3390.0,DE2040-2007 Update,,,IoSN Lite,Electricity
144,HU00-UA01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3376.0,DE2040-2007 Update,,,IoSN Lite,Electricity
145,IE00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1656.0,DE2040-2007 Update,,,IoSN Lite,Electricity
146,IE00-UKNI,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1408.0,DE2040-2007 Update,,,IoSN Lite,Electricity
147,ITCN-ITCO,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,805.0,DE2040-2007 Update,,,IoSN Lite,Electricity
148,ITCN-ITCS,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1829.0,DE2040-2007 Update,,,IoSN Lite,Electricity
149,ITCN-ITN1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3940.0,DE2040-2007 Update,,,IoSN Lite,Electricity
150,ITCO-ITSA,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,536.0,DE2040-2007 Update,,,IoSN Lite,Electricity
151,ITCS-ITS1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,46.0,DE2040-2007 Update,,,IoSN Lite,Electricity
152,ITCS-ITSA,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2419.0,DE2040-2007 Update,,,IoSN Lite,Electricity
153,ITCS-ME00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,660.0,DE2040-2007 Update,,,IoSN Lite,Electricity
154,ITN1-SI00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,359.0,DE2040-2007 Update,,,IoSN Lite,Electricity
155,ITS1-ITSI,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3849.0,DE2040-2007 Update,,,IoSN Lite,Electricity
156,ITSI-MT00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,993.0,DE2040-2007 Update,,,IoSN Lite,Electricity
157,LT00-LV00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1660.0,DE2040-2007 Update,,,IoSN Lite,Electricity
158,LT00-PL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2608.0,DE2040-2007 Update,,,IoSN Lite,Electricity
159,LT00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1017.0,DE2040-2007 Update,,,IoSN Lite,Electricity
160,ME00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,370.0,DE2040-2007 Update,,,IoSN Lite,Electricity
161,MK00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,248.0,DE2040-2007 Update,,,IoSN Lite,Electricity
162,NL00-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1491.0,DE2040-2007 Update,,,IoSN Lite,Electricity
163,NL00-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1702.0,DE2040-2007 Update,,,IoSN Lite,Electricity
164,NOM1-NON1,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,157.0,DE2040-2007 Update,,,IoSN Lite,Electricity
165,NOM1-NOS0,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,9238.0,DE2040-2007 Update,,,IoSN Lite,Electricity
166,NOM1-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1175.0,DE2040-2007 Update,,,IoSN Lite,Electricity
167,NON1-SE01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1841.0,DE2040-2007 Update,,,IoSN Lite,Electricity
168,NON1-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,1347.0,DE2040-2007 Update,,,IoSN Lite,Electricity
169,NOS0-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7310.0,DE2040-2007 Update,,,IoSN Lite,Electricity
170,NOS0-UK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,11904.0,DE2040-2007 Update,,,IoSN Lite,Electricity
171,PL00-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,408.0,DE2040-2007 Update,,,IoSN Lite,Electricity
172,PLE0-SK00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2216.0,DE2040-2007 Update,,,IoSN Lite,Electricity
173,PLI0-PL00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7346.0,DE2040-2007 Update,,,IoSN Lite,Electricity
174,RO00-RS00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,834.0,DE2040-2007 Update,,,IoSN Lite,Electricity
175,RO00-UA01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,463.0,DE2040-2007 Update,,,IoSN Lite,Electricity
176,SE01-SE02,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,7174.0,DE2040-2007 Update,,,IoSN Lite,Electricity
177,SE02-SE03,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,52504.0,DE2040-2007 Update,,,IoSN Lite,Electricity
178,SE03-SE04,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,14111.0,DE2040-2007 Update,,,IoSN Lite,Electricity
179,SK00-UA01,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,2705.0,DE2040-2007 Update,,,IoSN Lite,Electricity
180,UK00-UKNI,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,733.0,DE2040-2007 Update,,,IoSN Lite,Electricity
181,ITSI-TN00,,Flow,Interconnection,Reference Grid,Distributed Energy,2040,2007,3135.0,DE2040-2007 Update,,,IoSN Lite,Electricity
182,AL00-GR00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1090.0,DE2040-2007 Update,,,IoSN Lite,Electricity
183,AL00-ME00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1235.0,DE2040-2007 Update,,,IoSN Lite,Electricity
184,AL00-MK00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,211.0,DE2040-2007 Update,,,IoSN Lite,Electricity
185,AL00-RS00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,1499.0,DE2040-2007 Update,,,IoSN Lite,Electricity
186,AT00-CH00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,162.0,DE2040-2007 Update,,,IoSN Lite,Electricity
187,AT00-DE00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,9887.0,DE2040-2007 Update,,,IoSN Lite,Electricity
188,AT00-HU00,,Flow Back,Interconnection,Expanded Grid,Distributed Energy,2040,2007,2372.0,DE2040-2007 Update,,,IoSN Lite,Electricity
