,Node/Line,Generator_ID,Parameter,Category,Case,Scenario,Year,Climate Year,Value,Simulation_ID,Node 1,Path,Simulation_type,Sector
2693,DE00-LUV1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1300.0,GA2040,,,IoSN Lite,Electricity
2694,DE00-NL00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-5000.0,GA2040,,,IoSN Lite,Electricity
2695,DE00-NOS0,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1400.0,GA2040,,,IoSN Lite,Electricity
2696,DE00-PLE0,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-3000.0,GA2040,,,IoSN Lite,Electricity
2697,DE00-SE04,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-615.0,GA2040,,,IoSN Lite,Electricity
2698,DE00-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1400.0,GA2040,,,IoSN Lite,Electricity
2699,DEKF-DKKF,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-400.0,GA2040,,,IoSN Lite,Electricity
2700,DKE1-DKKF,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2701,DKE1-DKW1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-590.0,GA2040,,,IoSN Lite,Electricity
2702,DKE1-SE04,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1300.0,GA2040,,,IoSN Lite,Electricity
2703,DKW1-NL00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-700.0,GA2040,,,IoSN Lite,Electricity
2704,DKW1-NOS0,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1640.0,GA2040,,,IoSN Lite,Electricity
2705,DKW1-SE03,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-680.0,GA2040,,,IoSN Lite,Electricity
2706,DKW1-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1400.0,GA2040,,,IoSN Lite,Electricity
2707,EE00-FI00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2708,EE00-LV00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-900.0,GA2040,,,IoSN Lite,Electricity
2709,ES00-FR00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-5000.0,GA2040,,,IoSN Lite,Electricity
2710,ES00-PT00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-3500.0,GA2040,,,IoSN Lite,Electricity
2711,FI00-SE01,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2712,FI00-SE03,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1200.0,GA2040,,,IoSN Lite,Electricity
2713,FR00-ITN1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2714,FR00-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-4000.0,GA2040,,,IoSN Lite,Electricity
2715,FR15-ITCO,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-180.0,GA2040,,,IoSN Lite,Electricity
2716,GR00-GR03,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-800.0,GA2040,,,IoSN Lite,Electricity
2717,GR00-ITS1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2718,GR00-MK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-850.0,GA2040,,,IoSN Lite,Electricity
2719,GR00-TR00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-580.0,GA2040,,,IoSN Lite,Electricity
2720,HR00-HU00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1700.0,GA2040,,,IoSN Lite,Electricity
2721,HR00-RS00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2722,HR00-SI00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2723,HU00-RO00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1100.0,GA2040,,,IoSN Lite,Electricity
2724,HU00-RS00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2725,HU00-SI00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1200.0,GA2040,,,IoSN Lite,Electricity
2726,HU00-SK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2600.0,GA2040,,,IoSN Lite,Electricity
2727,HU00-UA01,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-650.0,GA2040,,,IoSN Lite,Electricity
2728,IE00-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2729,IE00-UKNI,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1200.0,GA2040,,,IoSN Lite,Electricity
2730,ITCN-ITCO,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-400.0,GA2040,,,IoSN Lite,Electricity
2731,ITCN-ITCS,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2600.0,GA2040,,,IoSN Lite,Electricity
2732,ITCN-ITN1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-4100.0,GA2040,,,IoSN Lite,Electricity
2733,ITCO-ITSA,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-480.0,GA2040,,,IoSN Lite,Electricity
2734,ITCS-ITS1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-5600.0,GA2040,,,IoSN Lite,Electricity
2735,ITCS-ITSA,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-890.0,GA2040,,,IoSN Lite,Electricity
2736,ITCS-ME00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2737,ITN1-SI00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2738,ITS1-ITSI,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1200.0,GA2040,,,IoSN Lite,Electricity
2739,ITSI-MT00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-200.0,GA2040,,,IoSN Lite,Electricity
2740,LT00-LV00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-950.0,GA2040,,,IoSN Lite,Electricity
2741,LT00-PL00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-700.0,GA2040,,,IoSN Lite,Electricity
2742,LT00-SE04,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-700.0,GA2040,,,IoSN Lite,Electricity
2743,ME00-RS00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2744,MK00-RS00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-650.0,GA2040,,,IoSN Lite,Electricity
2745,NL00-NOS0,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-700.0,GA2040,,,IoSN Lite,Electricity
2746,NL00-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2747,NOM1-NON1,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1300.0,GA2040,,,IoSN Lite,Electricity
2748,NOM1-NOS0,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1400.0,GA2040,,,IoSN Lite,Electricity
2749,NOM1-SE02,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2750,NON1-SE01,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2751,NON1-SE02,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-300.0,GA2040,,,IoSN Lite,Electricity
2752,NOS0-SE03,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2095.0,GA2040,,,IoSN Lite,Electricity
2753,NOS0-UK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-2800.0,GA2040,,,IoSN Lite,Electricity
2754,PL00-SE04,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2755,PLE0-PL00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-3000.0,GA2040,,,IoSN Lite,Electricity
2756,PLI0-SK00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-990.0,GA2040,,,IoSN Lite,Electricity
2757,RO00-RS00,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-800.0,GA2040,,,IoSN Lite,Electricity
2758,RO00-UA01,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-150.0,GA2040,,,IoSN Lite,Electricity
2759,SE01-SE02,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-3300.0,GA2040,,,IoSN Lite,Electricity
2760,SE02-SE03,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-8100.0,GA2040,,,IoSN Lite,Electricity
2761,SE03-SE04,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-3600.0,GA2040,,,IoSN Lite,Electricity
2762,SK00-UA01,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-400.0,GA2040,,,IoSN Lite,Electricity
2763,UK00-UKNI,,Import Capacity,Interconnection,Reference Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2764,AL00-GR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2765,AL00-ME00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2766,AL00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-361.0,GA2040,,,IoSN Lite,Electricity
2767,AT00-DE00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2768,AT00-HU00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2769,AT00-SI00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2770,BA00-HR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2771,BA00-ME00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-250.0,GA2040,,,IoSN Lite,Electricity
2772,BA00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-252.0,GA2040,,,IoSN Lite,Electricity
2773,BE00-FR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2774,BE00-NL00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2775,BE00-UK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1500.0,GA2040,,,IoSN Lite,Electricity
2776,BG00-GR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2777,BG00-MK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-58.0,GA2040,,,IoSN Lite,Electricity
2778,BG00-RO00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2779,BG00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2780,BG00-TR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2781,CH00-DE00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2782,CH00-FR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2783,CH00-ITN1,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2784,CY00-GR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-549.0,GA2040,,,IoSN Lite,Electricity
2785,CZ00-DE00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2786,DE00-DKE1,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2787,DE00-FR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-3000.0,GA2040,,,IoSN Lite,Electricity
2788,DE00-NL00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2789,DKE1-PL00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2790,DKE1-SE04,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2791,DKW1-NOS0,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2792,DKW1-SE03,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-58.0,GA2040,,,IoSN Lite,Electricity
2793,EE00-FI00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-378.0,GA2040,,,IoSN Lite,Electricity
2794,EE00-LV00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-394.0,GA2040,,,IoSN Lite,Electricity
2795,ES00-FR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-3000.0,GA2040,,,IoSN Lite,Electricity
2796,ES00-PT00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1500.0,GA2040,,,IoSN Lite,Electricity
2797,FI00-NON1,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2798,FI00-SE01,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2799,FR00-IE00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2800,FR00-ITN1,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2801,FR00-UK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-3000.0,GA2040,,,IoSN Lite,Electricity
2802,GR00-GR03,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2803,GR00-MK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2804,GR00-TR00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2805,HR00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2806,HR00-SI00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2807,HU00-RO00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2808,HU00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2809,HU00-SK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2810,IE00-UK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2811,ITCN-ITCS,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-169.0,GA2040,,,IoSN Lite,Electricity
2812,ITCS-ME00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-600.0,GA2040,,,IoSN Lite,Electricity
2813,ITN1-SI00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2814,ITSI-MT00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-5.0,GA2040,,,IoSN Lite,Electricity
2815,LT00-LV00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2816,MK00-RS00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2817,NL00-UK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1500.0,GA2040,,,IoSN Lite,Electricity
2818,NOM1-SE02,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-96.0,GA2040,,,IoSN Lite,Electricity
2819,NON1-SE02,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-667.0,GA2040,,,IoSN Lite,Electricity
2820,NOS0-SE03,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2821,NOS0-UK00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-2000.0,GA2040,,,IoSN Lite,Electricity
2822,PL00-SE04,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-997.0,GA2040,,,IoSN Lite,Electricity
2823,SE02-SE03,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-1000.0,GA2040,,,IoSN Lite,Electricity
2824,UK00-UKNI,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,-500.0,GA2040,,,IoSN Lite,Electricity
2825,ITSI-TN00,,Import Capacity,Interconnection,Expanded Grid,Global Ambition,2040,2007,600.0,GA2040,,,IoSN Lite,Electricity
2826,AL00-GR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,483.0,GA2040-1984,,,IoSN Lite,Electricity
2827,AL00-ME00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1259.0,GA2040-1984,,,IoSN Lite,Electricity
2828,AL00-MK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,290.0,GA2040-1984,,,IoSN Lite,Electricity
2829,AL00-RS00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,422.0,GA2040-1984,,,IoSN Lite,Electricity
2830,AT00-CH00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3478.0,GA2040-1984,,,IoSN Lite,Electricity
2831,AT00-CZ00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2787.0,GA2040-1984,,,IoSN Lite,Electricity
2832,AT00-DE00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,9770.0,GA2040-1984,,,IoSN Lite,Electricity
2833,AT00-HU00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2183.0,GA2040-1984,,,IoSN Lite,Electricity
2834,AT00-ITN1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3844.0,GA2040-1984,,,IoSN Lite,Electricity
2835,AT00-SI00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1828.0,GA2040-1984,,,IoSN Lite,Electricity
2836,BA00-HR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1594.0,GA2040-1984,,,IoSN Lite,Electricity
2837,BA00-ME00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,514.0,GA2040-1984,,,IoSN Lite,Electricity
2838,BA00-RS00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,137.0,GA2040-1984,,,IoSN Lite,Electricity
2839,BE00-DE00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2859.0,GA2040-1984,,,IoSN Lite,Electricity
2840,BE00-FR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,5547.0,GA2040-1984,,,IoSN Lite,Electricity
2841,BE00-LUB1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,530.0,GA2040-1984,,,IoSN Lite,Electricity
2842,BE00-LUG1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1455.0,GA2040-1984,,,IoSN Lite,Electricity
2843,BE00-NL00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3850.0,GA2040-1984,,,IoSN Lite,Electricity
2844,BE00-UK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1188.0,GA2040-1984,,,IoSN Lite,Electricity
2845,BG00-GR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3677.0,GA2040-1984,,,IoSN Lite,Electricity
2846,BG00-MK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1703.0,GA2040-1984,,,IoSN Lite,Electricity
2847,BG00-RO00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2071.0,GA2040-1984,,,IoSN Lite,Electricity
2848,BG00-RS00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1702.0,GA2040-1984,,,IoSN Lite,Electricity
2849,BG00-TR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,7845.0,GA2040-1984,,,IoSN Lite,Electricity
2850,CH00-DE00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,8495.0,GA2040-1984,,,IoSN Lite,Electricity
2851,CH00-FR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,374.0,GA2040-1984,,,IoSN Lite,Electricity
2852,CH00-ITN1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,20769.0,GA2040-1984,,,IoSN Lite,Electricity
2853,CZ00-DE00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,225.0,GA2040-1984,,,IoSN Lite,Electricity
2854,CZ00-PLI0,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,466.0,GA2040-1984,,,IoSN Lite,Electricity
2855,CZ00-SK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,4159.0,GA2040-1984,,,IoSN Lite,Electricity
2856,DE00-DEKF,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,216.0,GA2040-1984,,,IoSN Lite,Electricity
2857,DE00-DKE1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1274.0,GA2040-1984,,,IoSN Lite,Electricity
2858,DE00-DKW1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1151.0,GA2040-1984,,,IoSN Lite,Electricity
2859,DE00-FR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,7628.0,GA2040-1984,,,IoSN Lite,Electricity
2860,DE00-LUG1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,6522.0,GA2040-1984,,,IoSN Lite,Electricity
2861,DE00-LUV1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1066.0,GA2040-1984,,,IoSN Lite,Electricity
2862,DE00-NL00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3787.0,GA2040-1984,,,IoSN Lite,Electricity
2863,DE00-NOS0,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3295.0,GA2040-1984,,,IoSN Lite,Electricity
2864,DE00-PLI0,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,8682.0,GA2040-1984,,,IoSN Lite,Electricity
2865,DE00-SE04,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,1967.0,GA2040-1984,,,IoSN Lite,Electricity
2866,DE00-UK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2638.0,GA2040-1984,,,IoSN Lite,Electricity
2867,DEKF-DKKF,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,612.0,GA2040-1984,,,IoSN Lite,Electricity
2868,DKE1-DKKF,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,18.0,GA2040-1984,,,IoSN Lite,Electricity
2869,DKE1-DKW1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,510.0,GA2040-1984,,,IoSN Lite,Electricity
2870,DKE1-SE04,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,4468.0,GA2040-1984,,,IoSN Lite,Electricity
2871,DKW1-NL00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2233.0,GA2040-1984,,,IoSN Lite,Electricity
2872,DKW1-NOS0,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,5143.0,GA2040-1984,,,IoSN Lite,Electricity
2873,DKW1-SE03,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3240.0,GA2040-1984,,,IoSN Lite,Electricity
2874,DKW1-UK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,4671.0,GA2040-1984,,,IoSN Lite,Electricity
2875,EE00-FI00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,875.0,GA2040-1984,,,IoSN Lite,Electricity
2876,EE00-LV00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,3829.0,GA2040-1984,,,IoSN Lite,Electricity
2877,ES00-FR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,32441.0,GA2040-1984,,,IoSN Lite,Electricity
2878,ES00-PT00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,205.0,GA2040-1984,,,IoSN Lite,Electricity
2879,FI00-SE01,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,9.0,GA2040-1984,,,IoSN Lite,Electricity
2880,FI00-SE03,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2192.0,GA2040-1984,,,IoSN Lite,Electricity
2881,FR00-ITN1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,29837.0,GA2040-1984,,,IoSN Lite,Electricity
2882,FR00-LUF1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,888.0,GA2040-1984,,,IoSN Lite,Electricity
2883,FR00-UK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,6418.0,GA2040-1984,,,IoSN Lite,Electricity
2884,FR15-ITCO,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,71.0,GA2040-1984,,,IoSN Lite,Electricity
2885,GR00-GR03,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,208.0,GA2040-1984,,,IoSN Lite,Electricity
2886,GR00-ITS1,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,2638.0,GA2040-1984,,,IoSN Lite,Electricity
2887,GR00-MK00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,4744.0,GA2040-1984,,,IoSN Lite,Electricity
2888,GR00-TR00,,Flow,Interconnection,Reference Grid,Global Ambition,2040,1984,5761.0,GA2040-1984,,,IoSN Lite,Electricity
